country,PC1,PC2,PC3,PC4,PC5
Malaysia,-1.6040254900721618,1.6157813034779835,0.9262708682755979,-0.34422913833217883,-0.1003254763703124
Maldives,-1.4165029128497908,1.1677982075684812,0.04828052523747866,-0.2903222802325487,-0.25021110803517776
Mali,3.895788419370323,0.3140086833819237,-0.27159269317689605,-0.4315572072395766,1.2941551055209177
Malta,-3.687795454924093,5.098737370526692,-0.39318141146572616,1.3304778390120338,-0.5341860952069744
Mauritania,2.1688162861049647,1.1752669234915887,0.9356388219464834,0.3822083987653781,0.011136854301662258
Mauritius,-1.3050059214337626,0.5342599821971832,-0.10864931526713262,-0.6112035858949583,-0.2519111281472996
"Micronesia, Fed. Sts.",0.5126321621625342,0.3623714263442966,-2.706895965040843,1.6385699365174615,-0.6749845085064927
Moldova,-0.31984721994523496,0.5008347263706869,-1.510321312004424,1.1617036664798126,-1.77909232590918
Mongolia,0.6870239104600357,0.25598313618563456,2.111486053818027,1.5387236718504815,-1.4601412216532428
Montenegro,-1.3888291819712895,-0.04318630094044196,-0.9603635698396785,0.06447807872098245,-0.5960980127589132
Morocco,0.06766026889623548,-0.1764485879475176,-0.12269003279413158,-1.058564011730723,-0.286072527553074
Mozambique,3.7917468618925834,0.7993917106644064,-0.3472352111135685,-0.3711074372028123,0.20602298016457757
Namibia,0.7528494127509947,0.9095732473308552,-0.4029390068769759,0.03155992004429935,0.6406687106270647
Nepal,1.768159298407738,-0.7194548401085072,0.2587849446858439,-0.5192449377252948,-1.410009736879624
Netherlands,-3.051251826093666,0.29970848232728875,-1.0662760084002998,1.1802771390681321,0.5580607719806956
New Zealand,-2.032831255918973,-1.5400507706949154,-0.5403341784545735,0.46146171846242723,0.472117096092826
Niger,4.431194167650292,0.8427732937179878,-0.7256583339658883,-0.5192682211990421,0.7996999493958717
Nigeria,4.487325724013107,-1.4113941357381663,6.185210095648498,5.752430889602314,-1.3251633340279902
Norway,-2.6557859235351025,-1.4188684874599915,-0.00954145865887403,0.6239615350917957,0.8721913170568867
Oman,-1.381389756275005,0.19928505269508154,2.1248556181306344,-0.29251033006840726,0.5037029159677702
Pakistan,2.408362213659728,-0.7065987762958664,1.0670980971755342,-1.1984758357177114,0.2691234896198931
Panama,-1.4874662858550818,1.2668040015726518,-0.4927608426011962,0.27694702085534545,-0.1442935148814518
Paraguay,-0.2967208096784367,0.4474319436229527,0.16327188703082493,-0.41110912865020105,-0.37633026681612847
Peru,-0.39152930981440176,-1.0772209403297586,0.4740661581380683,-0.9094478147274638,-0.1733552957468697
Philippines,0.6786653677063926,-0.09507171524400916,0.46995704880110967,-1.2461549033605233,-0.17960772854361565
Poland,-1.6777874118556504,-0.5617010200806235,-0.24099665575109247,-0.37879381166897585,-0.07082246902959187
Portugal,-2.172080828593136,-1.2913140250326203,-1.1050539678220983,0.41257265960794454,0.07063849510581532
Qatar,-2.4919909768711843,-0.5040091862272402,2.235614758750248,-1.0626306769561766,1.3702510400115913
Romania,-1.060747622358039,-0.6038023283424043,0.2235790230104095,-0.799410106258121,-0.17419627464810142
Russia,-0.7324447797605289,-1.2398236948384829,1.1483811458080928,-0.31934569710188054,-0.07801765618046337
Rwanda,2.3622145478198786,-0.8411905841118462,-1.799478583190203,0.21085743468826446,-0.2858688664316815
Samoa,0.4232639765560059,0.045112429326242855,-0.49795261733972535,-0.5121148196906341,-0.12474543808815743
Saudi Arabia,-1.1363077921125149,-0.49769885260677976,1.7898204127424036,0.08067881748993469,0.5060328211408431
Senegal,2.2809353304268263,0.08392015228268394,-0.5235988272129674,-0.7383008289241173,0.22807877812449262
Serbia,-1.1894207395532332,-0.6766343769409516,-0.9726463850403372,0.4832883159392528,-0.7191803077131438
Seychelles,-1.8929201929450155,3.0933897563846697,0.209552331788667,-0.9901018127172653,-0.0062483790064821534
Sierra Leone,4.184624995673199,-0.3896219697505077,-1.700342560445214,2.2149442022458223,0.5241590126172433
Singapore,-4.820415625826535,6.945336063257412,0.9357132600197392,0.39599993615437196,0.10003415838185231
Slovak Republic,-2.330447676911269,1.232972699185521,-0.6319887514999978,0.3239775766412177,-0.03962222672075918
Slovenia,-2.5332467131579093,0.3813286772285809,-0.7595050885494211,0.2650085125910817,0.1504513085365004
Solomon Islands,1.2882804213862842,1.47845457591073,-1.1195979021817906,0.4636971758961278,-0.8345405464072182
South Africa,0.719148675938023,-0.7217339031175231,-0.5878084454430348,0.43090702101935724,0.8482432489979068
South Korea,-2.2576151233008135,-0.35070252309314276,0.13702775032978334,-0.30274206593094394,0.02253572512817824
Spain,-2.2785490602729697,-1.6718228505543995,-0.6523530554320031,-0.02917784711966455,0.2853290318644875
Sri Lanka,0.22206735492202953,-1.1364172363655372,1.8612036240267102,-0.5313818529972074,-1.1657685626017018
St. Vincent and the Grenadines,-0.4268532996070271,0.027896587018264942,0.2246790160493657,-0.9227425302504981,-0.4809663170187866
Sudan,2.3677514225778418,-1.0254872281044587,0.6588163573505049,0.4366295022252492,0.1664158943929511
Suriname,-0.6242891651093729,-0.1368050494976656,0.1893929650925564,0.011516500929938377,0.2604031270040062
Sweden,-2.595187200780136,-0.8182183455458092,-0.49757520176138503,0.3704019399978785,0.6496643293830763
Switzerland,-3.2448363795153807,-0.23515955703858687,-0.9044155922246071,0.9738165602219743,0.7217378665541753
Tajikistan,1.6951352603697132,0.061232993344312134,-0.1813329520795072,-0.2103725916106801,-1.2280064316936135
Tanzania,2.979578453898784,-0.3431466017190025,-0.1759053247663232,-0.2570530221794783,0.21818753467765303
Thailand,-1.2644299458188524,0.9351390404243084,0.6800861982406102,-0.9760112509799145,-0.46879369532277987
Timor-Leste,2.4034959449538134,-1.449990151274146,0.19091057911115364,1.6432949731439088,-0.17685345705296227
Togo,2.8142647670208985,1.0495247413907212,-1.2841361840528218,-0.14390943753714036,0.08194418405117664
Tonga,0.5943022465004522,-0.0389305682739524,-0.24712290883290347,-0.8160509705783235,-0.5257932198352363
Tunisia,-0.8810602815985855,0.31370240914354414,-0.0312091619122539,-0.5063384713248812,-0.4941987936946383
Turkey,-0.943099241255478,-1.4396429719206032,0.22725847017145076,-0.3525210587875468,-0.01035467927239614
Turkmenistan,0.15545290956432098,1.1882400125857664,0.9909853876473319,-1.1797604947573457,0.7911466203730124
Uganda,3.444339839788811,-0.47340261651968596,-0.9156765180376937,0.6310452523320204,0.36051997194934315
Ukraine,-0.5000192098648656,0.012311223357580978,0.06493379786882571,0.3065060341429666,-1.0632874097980973
United Arab Emirates,-2.270560841774806,0.9825794830114017,1.6931794942199674,-0.09284128407347099,0.3578970157928672
United Kingdom,-2.17136262626724,-1.4719938608708172,-0.575082219623827,0.22295171042939396,0.506828090901177
United States,-2.4034668515548434,-2.8435267718466686,-2.5632151366276354,2.1480515396968345,0.7963221970789626
Uruguay,-1.1357763376180552,-1.3993469005090278,-0.26289700925841336,-0.07225296549028477,0.05390966464295539
Uzbekistan,0.8910094606594048,-0.6667415496149698,0.628787901326823,-0.14326675680162043,-0.8789451415480983
Vanuatu,0.8708515841700532,0.6946126181787242,-0.20062240267305054,-0.7363436511218312,-0.14145520200230643
Venezuela,-0.1331558062186831,-1.7129103148090032,3.153324558882451,1.6416004523119163,-0.9422541677397139
Vietnam,-0.28583637088709735,1.6189674741680267,0.012285054937999173,0.24014986467680172,-1.4182955900154033
Yemen,1.912740802614525,-0.34903095645633264,1.1695660672942112,0.4647521289907954,-0.3566378016850796
Zambia,2.970680349719089,0.17556956665836487,0.3323520403610736,0.30533461217225566,0.8328704953764834
