country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Greece,-0.909386539647539,-0.8371020299487965,1.4638286271155878,-0.7737282465406536,0.8709653851779107,-0.9703458289598362,1.2125488677999867,-0.9808467939337295,1.1051879971445764
Grenada,-0.6041036889528374,-0.7542055813783526,-0.3269988331292468,0.22921549486016202,-0.2830641104758518,-1.0000563059168157,0.04796971127243784,-0.46516978242633156,-0.26709098095706024
Guatemala,-0.010656652088371067,-0.6566803477660657,0.07230728976318218,-0.4701344653598664,-0.5791551067893028,-0.28269453068612055,0.04796971127243784,0.308345734834765,-0.5860949011097192
Guinea,2.08923286297051,-0.43724857213842006,-0.7021045849372867,-0.09606355640496733,-0.9431689819898039,1.4044911037620385,-1.6541075174985933,1.6382496066170016,-0.7394135252888165
Guinea-Bissau,2.2318884006783146,-1.1881928709530296,0.7378174945838978,-0.5297689580918065,-0.9299800734680467,-0.6167449710832467,-1.961249273066298,1.4414781153839156,-0.7465103085345035
Guyana,0.05211178450306297,0.5916426424712072,-0.5206018018043642,1.8501894336647229,-0.636526858858947,-0.1918697565689294,-0.6942895313495153,-0.18697560516576184,-0.5713392131731425
Hungary,-0.8494712138102611,2.0740261933779687,0.2659102584382996,1.7092351781165005,0.4489203124816776,-0.715266759956132,0.4574920520293781,-1.1369069421530735,0.13552850416953363
Iceland,-0.9464769794515681,0.6891678760834942,1.1008230608497427,-0.09064223888388215,1.5370052655266535,-0.23189423329853912,1.417310038178456,-0.4923106777688262,2.1591657069000574
India,0.6569712643841537,-0.8127207215457247,-1.0570433608416683,-0.9688956772997311,-0.7308275547895117,0.30843620255119064,-0.6047065193089344,-0.22090172434388,-0.69008736847226
Indonesia,-0.07057197792564897,-0.7298242729752809,-1.6378522668670201,-1.2236976007907494,-0.4657304935021902,1.2813388676709319,-0.13119631280872227,-0.3023244103713639,-0.5664206505276169
Iran,-0.47000748350750127,-0.7249480112946667,-0.4318671078282689,-1.386337126423314,0.12579205369862406,1.3737030447392615,0.4574920520293781,-0.7908605265362671,-0.3261137327033672
Iraq,0.03214000922397026,0.006491240797485484,0.7015169379573134,-0.5894034508237469,-0.18414729656267215,1.48146125131898,-0.4767307878223907,1.1090021474383562,-0.468752049423609
Ireland,-0.9008272073850707,3.1077936696682107,1.0161217620543785,2.2513669302250494,1.99202260952728,-1.5696353978381832,1.2125488677999867,-0.5940890353031812,2.6369689353225425
Israel,-0.8894147643684464,-0.20806427314954573,0.38691211386024776,-0.654459261076773,0.9303154735258184,-0.8014733252199066,1.3405245992865304,0.07086290058793701,1.3651691655509284
Italy,-0.9065334288933828,-0.6859379178497518,1.1532571981992532,-0.9634743597786458,1.365549454743809,-1.0248406934301508,1.3789173187324932,-0.9944172416049769,1.7305481049328284
Jamaica,-0.5042448125573743,-0.38848595533227653,-0.7505053271060661,0.2509007649445039,-0.49408664682396836,0.4362066474957136,0.48308719832668723,-0.5126663492756973,-0.4561043169065432
Japan,-0.9293583149266316,-1.1833166092724152,1.1371236174763273,-1.7007735426462722,1.3391716377002942,-1.3664342082878576,1.5196906233676906,-1.0419138084543424,2.341855176591008
Jordan,-0.4186514899326917,0.44047853037216234,0.5522813162702435,1.3026363640350886,-0.3971481691890523,0.22376904023855482,0.6238605029618846,0.49833200223222757,-0.5263694975569086
Kazakhstan,-0.4072390469160674,0.24055180146697439,-0.9602418765041095,-0.8170987867093377,0.3038423187423474,1.9278881071492406,-0.32315991003853783,-0.22090172434388,-0.14764017385143902
Kenya,0.7539770300254608,-0.9053696934773975,-0.7747056981904555,-0.6165100384291744,-0.8581005220244694,-0.7522124307834639,-1.0398240063631838,0.9800828945615071,-0.71699893266135
Kiribati,0.7682425837962413,-1.2662130578428592,1.8671681451887485,1.8935599738334072,-0.9075589289810593,-0.8399583989983773,-1.308573042484925,0.6204660312734532,-0.6802502431812089
Kuwait,-0.7125218976107688,1.3377106796052025,-1.6297854765055566,-0.7899921991039102,3.9373866164864797,0.6501836577040109,0.9310022585295903,-0.4855254539332027,1.920264092688815
Kyrgyz Republic,-0.17613707582942414,0.601395165832436,-0.1979301873458356,1.991143689212946,-0.8376577138157456,0.4654553035673513,-0.31036233688988424,0.1183594674373028,-0.7231120033779318
Lao,1.2304465259695276,-0.18855922642708842,-0.8876407632509407,0.2346368123812472,-0.7591837081112898,0.3423030674762447,-0.9118482748766401,0.15228558661542096,-0.7048430564088368
Latvia,-0.7981152202354515,0.7037966611253373,0.0037395716907448616,0.5490732286042058,0.18514214204653184,-1.1989471672039527,0.27832602794821615,-1.0622694799612133,0.009051178998875871
Lebanon,-0.7267874513815493,-0.1690541797046311,0.14490840301635138,0.8255604221795658,0.05325305682895899,-1.0373098573343755,1.1357634289080594,-0.892638884070622,-0.16239586178801574
Liberia,1.5271700444017606,-0.983389880367227,2.068837904225329,2.5820672990112636,-0.9754818078681092,-0.23189423329853912,-1.2957754693362713,1.4211224438770445,-0.7619686482775838
Libya,-0.5470414738697157,1.2840718011184444,-1.1256110789141056,-0.1556980491369078,0.9303154735258184,1.1120045430456602,0.6622532224078473,-0.3498209772207294,0.0652633235191682
Lithuania,-0.846618103056105,1.2694430160766015,0.14894179819708292,1.2050526486555502,0.36978686135113387,-0.7075697452004378,0.29112360109687163,-0.9672763462624823,0.058236805454131665
"Macedonia, FYR",-0.7239343406273933,0.025996287519942804,0.16910877410074088,0.7117127542367705,-0.2698752019540945,-0.7599094455391581,0.39350418628610623,-0.9876320177693532,-0.46594144219759437
Madagascar,0.7539770300254608,-0.6956904412109804,-1.1699784259021533,-0.10690619144713846,-0.9299800734680467,0.27918754647955263,-1.2957754693362713,1.136143042780851,-0.7559258427416524
Malawi,1.5614073734516338,-0.802968198184496,-0.03256098493583956,-0.5460329106550632,-0.9537201088072097,0.7887299233065057,-2.2811886017826573,1.6178939351101305,-0.7526936444317356
Malaysia,-0.7952621094812955,2.322715539089301,-0.9199079246967936,1.4110627144567984,0.36978686135113387,0.04519829790645041,0.4574920520293781,-0.5262367969469447,-0.14764017385143902
Maldives,-0.6440472395110227,1.869223202792166,-0.1374292596348613,1.1074689332760115,-0.32922529030200226,-0.6305995976434963,0.8926095390836275,-0.47195500626195536,-0.28606257973265886
Mali,2.8881038741342153,-0.802968198184496,-0.6819376090336283,-0.535190275612892,-0.8983266930158291,-0.40122855792381046,-1.4621439202687776,2.459261690727464,-0.7351976144497946
Mauritania,1.7582720154884042,0.5575088107069069,-0.9118411343353302,0.8797735973904207,-0.8027071062330888,1.8355239300809105,-0.34875505633584697,1.3939815485345504,-0.7006271455698149
Mauritius,-0.5926912459362131,0.5818901191099787,-0.27053130059900443,0.9339867726012756,0.02687523978544442,-0.8999951140927916,0.31671874739418077,-0.9197797794131166,-0.22282391714733002
Moldova,-0.5299228093447792,-0.003261282563743004,2.028503952418012,1.8176615285382103,-0.7637998260939048,0.6347896281926226,-0.15679145910603137,-1.1233364944818263,-0.6704131178901577
Montenegro,-0.8266463277770124,-0.11053903953725878,0.9838546006085257,0.9610933602067031,-0.09841939117124979,-0.8276431753892667,0.7006459418538119,-0.7840753027006435,-0.31557395560581236
Morocco,-0.06486575641733672,-0.34459960020674735,-0.5932029150575331,-0.10690619144713846,-0.5969601332936751,-0.9237019195403297,0.32951632054283436,-0.23447217201512732,-0.5860949011097192
Mozambique,1.860984002638023,-0.3787334319710479,-0.5891695198768016,0.06657596922759734,-0.9611058975793938,0.10215620709858717,-2.1020225777014963,1.787524531000722,-0.7555042516577503
Myanmar,0.8167454666168948,-1.9094407361326977,-1.8959895584338429,-2.4345000772675034,-0.7763292891895742,0.009792030030257375,-0.5279210804170089,-0.3498209772207294,-0.7155233638676923
Namibia,0.5770841632677832,0.4160972219690906,0.044073523498061165,0.8526670097849933,-0.4637521572239266,-0.5259201969660557,-1.5773220786066668,0.4576206592184856,-0.4202690747748568
Nepal,0.3203041953937353,-1.447609992361713,-0.5730359391538751,-0.4647131478387808,-0.8904133479027748,1.250550808648155,-0.3359574831871933,-0.21411650050825648,-0.743348375405237
Netherlands,-0.8922678751226024,1.5961525486777628,2.109171856032645,1.0098852178964723,1.9788337010055226,-0.9434062773149067,1.2509415872459495,-0.7705048550293961,2.749393224363127
New Zealand,-0.843764992301949,-0.43724857213842006,1.383160723500955,-0.9201038196099618,1.1083657385695418,-0.49975034679669567,1.2765367335432587,-0.5126663492756973,1.582991225567061
Oman,-0.6868439008233641,1.288948062799059,-1.5733179439753142,-0.20448990682667711,1.9656447924837654,1.3275209562050965,0.6622532224078473,-0.017345009275170443,0.5711726242017993
Pakistan,1.607057145518131,-1.2564605344816304,-1.8032214692770159,-1.386337126423314,-0.7394003453286538,0.6040015691698462,-0.7198846776468245,0.627251255109077,-0.7118695744738733
Panama,-0.45859504049087696,1.4986273150654759,0.5764816873546333,1.8013975759749539,-0.006097031518948795,-0.6752422832265224,0.879811965934972,-0.20733127667263268,-0.2172027026953008
Paraguay,-0.333058167308009,0.7720643246539381,-0.3229654379485153,0.3539057978451281,-0.5409072720762067,-0.1349118473767928,0.4063017594347599,-0.13269381448077255,-0.557988828849573
Peru,-0.4414763759659404,-0.5591551141537787,-0.6416036572263124,-1.1477991554955524,-0.36483534331074696,-0.19494856247120715,0.8926095390836275,-0.26161306735762196,-0.43221415548541897
Philippines,-0.11051552848383417,-0.21781679651077457,-1.234512748793859,-0.45387051279660967,-0.6523535490850558,-0.424319602190893,-0.24637447114661234,0.15907081045104476,-0.635280527564975
Poland,-0.8494712138102611,0.04062507256178605,0.3183443957878105,-0.1556980491369078,0.41594804117728434,-0.8184067576824336,0.6878483687051564,-1.0283433607830952,0.10039591384435091
Portugal,-0.909386539647539,-0.4567536188608775,1.7461662897668,-0.4104999726279259,0.772048571264731,-0.9749640378132528,1.1357634289080594,-1.0419138084543424,0.7960212022829686
Romania,-0.6925501223316762,-0.32509455348429,-0.439933898189732,-0.3346015273327292,0.15216987074213864,-0.5305384058194723,0.3551114668401435,-0.9062093317418692,-0.20666292559774596
Russia,-0.7353467836440176,-0.4908874506251779,-0.6416036572263124,-1.2941747285648606,0.5016759465687067,1.1120045430456602,-0.22077932484930324,-0.9197797794131166,-0.03310792939134338
Rwanda,0.793920580583646,-1.3296044596908456,1.5444965307302196,-0.811677469188252,-0.9326178551723981,-0.6721634773242448,-0.8094676896874055,1.075076028260238,-0.7453860656440976
Samoa,-0.4814199265241257,-0.4908874506251779,-0.08096172710461891,0.44064687818249604,-0.6655424576068131,-0.8091703399756007,0.07356485756974694,0.959727223054636,-0.5425304891064927
Saudi Arabia,-0.5727194706571205,0.5038699322201491,-0.9602418765041095,-0.6490379435556873,1.9722392467446441,1.5738254283873094,0.5342774909213036,0.02336633373857153,0.5711726242017993
Senegal,0.8852201247166408,-0.700566702891595,-0.4076667367438791,-0.25328176451644685,-0.8778838848071053,-0.7891581016107959,-0.8862531285793309,1.448263339219539,-0.7146801816998879
Serbia,-0.8038214417437637,-0.3104657684424471,1.5041625789229036,0.15873836708605044,-0.18414729656267215,-0.16877871230184702,0.48308719832668723,-1.0351285846187188,-0.40481073503177645
Seychelles,-0.6098099104611497,2.6591775950516903,-1.319214047589223,3.4169501972584295,0.32362568152498333,-1.7220362900009272,0.31671874739418077,-0.5126663492756973,-0.026081411326306838
Slovak Republic,-0.8209401062687002,1.8058318009441796,0.8547859548251141,1.7797123058906117,0.6401594860471582,-0.9992866044412462,0.5854677835159219,-1.014772913111848,0.38145663644581257
Slovenia,-0.9293583149266316,1.220680399270458,1.1048564560304743,0.9719359952488738,0.8709653851779107,-1.2258867188488822,1.0973707094620968,-0.9197797794131166,0.8592598648682974
Solomon Islands,-0.21893373714176548,0.4892411471783058,0.7579844704875561,1.9640371016075187,-0.9042617018506199,-0.0256142378459358,-1.1805973109983812,0.8918749846983997,-0.694303279311282
South Africa,0.5114626159221933,-0.5201450207088639,0.9152868825360884,-0.9526317247364748,-0.23030847638882265,-0.09642677359832201,-2.127617723998805,-0.22768694817950383,-0.2734148472155931
South Korea,-0.9036803181392268,0.49411740885892025,0.10457445120903508,0.06657596922759734,0.9830711076128477,-0.5874963150116089,1.1741561483540222,-1.150477389824321,0.7679151300228224
Spain,-0.9122396504016951,-0.6713091328079087,1.1572905933799849,-0.9851596298629877,1.1215546470912992,-1.0493172003532583,1.4045124650298024,-1.0554842561255897,1.3721956836159648
Sri Lanka,-0.7011094545941445,-0.9590085719641552,-1.5047502259028769,-0.9851596298629877,-0.457157702963048,2.435891081025055,0.44469447888072444,-0.4923106777688262,-0.5875002047227266
St. Vincent and the Grenadines,-0.4300639329493161,-0.6030414692793079,-0.8876407632509407,0.6574995790259156,-0.36747312501509843,-0.39045273726583857,0.08636243071840059,-0.580518587631934,-0.3471932868984768
Sudan,1.1676780893780938,-0.954132310283541,-0.14146265481559284,-1.5056061118871946,-0.7994098791026495,1.9432821366606292,-0.5919089461602808,1.3261293101783134,-0.6809528949877125
Suriname,-0.333058167308009,0.6452815209579651,0.13684161265488798,-0.35628679741707103,-0.08523048264949251,0.03442247724847869,-0.08000602021410588,-0.2751835150288693,-0.2017443629522204
Sweden,-0.9350645364349438,0.33807703507926135,1.19359115000657,-0.23159649443210456,1.807377890222678,-0.9213928151136215,1.353322172435184,-0.6415856021525468,2.8758705495337846
Tajikistan,0.474372176118164,-1.1881928709530296,-0.2785980909604675,0.7388193418421979,-0.8825000027897204,0.850306041352059,-0.16958903225468686,0.39655364469787246,-0.7330896590302837
Tanzania,1.0307287731786015,-1.0028949270896843,-0.2664979054182729,-0.8604693268780214,-0.8838188936418961,0.350000082231939,-1.4877390665660868,1.6993166211376145,-0.7356192055336969
Thailand,-0.5955443566903693,1.3279581562439737,-1.1256110789141056,0.8580883273060784,-0.13139166247564302,-0.44587124350683655,0.7262410881511192,-0.9333502270843639,-0.427998244646397
Timor-Leste,0.7653894730420852,-1.8074781043910515,0.9878879957892572,-0.9309464546521328,-0.8996455838680049,3.005470172946422,0.02237456497512873,2.2421345279875076,-0.5319907120089379
Togo,1.5557011519433217,0.04550133424240047,0.39497890422171117,0.6683422140680864,-0.9418500911376282,-0.8922980993370976,-1.5645245054580124,1.31934408634269,-0.750655954192875
Tonga,-0.5242165878364671,-1.3100994129683883,-0.6456370524070439,0.830981739700651,-0.6932391655025034,-0.5074473615523898,-0.13119631280872227,0.667962598122819,-0.5355039710414561
Tunisia,-0.5242165878364671,0.5477562873456782,-0.18583000180364065,0.5599158636463766,-0.33581974456288094,-0.48589572023644617,0.7646338075970838,-0.5330220207825681,-0.49404751445774053
Turkey,-0.47571370501581345,-0.9199984785192405,0.027939942775134716,-1.055636757637099,0.16535877926389592,0.005173821176840844,0.9310022585295903,-0.5262367969469447,-0.03310792939134338
Turkmenistan,0.7482708085171486,1.8058318009441796,-1.6822196138550676,-0.02558642863085613,-0.3661542341629227,-0.7183455658584096,-0.3871477757818097,-0.06484157612453592,-0.4729679602626309
Uganda,1.2903618518068054,-1.080915113979514,0.9435206488012098,-0.8875759144834489,-0.9200883920767287,0.5578194806356811,-1.807678395282446,2.187852737302518,-0.743137579863286
Ukraine,-0.6868439008233641,0.38196339020479037,0.4232126704868322,0.33222052776078626,-0.5059566644935499,0.9888523069545538,-0.06720844706545041,-1.0079876892762243,-0.5762577758186681
United Arab Emirates,-0.7752903342022027,1.8740994644727809,-1.214345772890201,1.0098852178964723,2.776762666571839,0.850306041352059,0.7134435150024655,-0.7162230643444069,1.674335960412536
United Kingdom,-0.8722960998435099,-0.5396500674313214,1.1976245451873015,-0.7683069290195681,1.365549454743809,-0.832261384242683,1.1997512946513313,-0.6822969451662887,1.9483701649489613
Uruguay,-0.718228119119081,-0.6322990393629939,0.6773165668729235,-1.0610580751581846,0.10600869091598814,-0.3181007985623136,0.7006459418538119,-0.5737333637963101,0.051210287389095124
Uzbekistan,0.015021344699033691,-0.36898090860981925,-0.34716580903290517,-0.8929972320045344,-0.7420381270330053,1.4660672218075914,-0.27196961744392145,-0.39731754407009523,-0.6879794130527491
Vanuatu,-0.18754951884604856,0.35758208180171863,-0.5730359391538751,0.41896160809815414,-0.8271065869983398,-0.6706240743731059,-1.0142288600658746,0.389768420862249,-0.5762577758186681
Vietnam,-0.35588305334125775,1.5961525486777628,0.06827389458245066,1.9098239263966637,-0.7255519913808087,0.7887299233065057,0.27832602794821615,-0.6619412736594177,-0.6928979756982747
Yemen,0.5856434955302514,-0.4518773571802631,-0.6012697054189965,-0.5731394982604906,-0.7262114368068966,2.5590433171161613,-0.4383380683764279,1.1836396096302166,-0.6928979756982747
Zambia,1.3502771776440832,-0.11053903953725878,-0.31489864758705227,-0.7628856114984828,-0.8053448879374403,1.0812164840228837,-2.4219619064178555,1.6789609496307438,-0.6823581986007199
